CODE REFERENCE PHOTO,PHOTO,VILLE,CODE POSTAL,ADRESSE ,COORDONNEES GPS DU PANNEAU Y ,COORDONNEES GPS DU PANNEAU X,ANGLE DE VISIBILITE,VISIBLE EN VENANT DE,VISIBLE EN ALLANT A ,VISIBILITE,DISPONIBILITE,FORMAT,SURFACE,TYPE,SUPPORT,LARGEUR EN CM,HAUTEUR EN CM,DATE DE SIGNATURE DU BON DE COMMANDE CLIENT  ,DATE DE FIN DENGAGEMENT  DU BON DE COMMANDE  ,ANNONCEUR
248,,L'ARBRET BAVINCOURT,62158,ROUTE NATIONALE ,"50,21459","2,56477",90°,DOULLENS,ARRAS,DROITE,ND,MOBILIER URBAIN,2M2,FIXE,VITRINE,1220,1760,21/11/2023,31/12/2026,LECLERC ARRADIS
256,,ETRUN,62161,ROUTE NATIONALE ,"50,3104","2,69704",90°,ST POL,ARRAS,GAUCHE,ND,MOBILIER URBAIN,2M2,FIXE,VITRINE,1220,1760,21/11/2023,31/12/2026,LECLERC ARRADIS
LES CHERUBINS,#VALEUR !,BEHAGNIES,62121,ROUTE NATIONALE ,"50,14104","2,83344",90°,BAPAUME,ARRAS,DROITE,ND,MOBILIER URBAIN,2M2,FIXE,VITRINE,1220,1760,"14,10,2020","30,11,2025",FERNAGUT
89,,VIS EN ARTOIS,62156,ROUTE NATIONALE ,"50,2493","2,93639",90°,CAMBRAI,ARRAS,DROITE,ND,MOBILIER URBAIN,2M2,FIXE,VITRINE,1220,1760,15/09/2015,11/10/2024,LV CONCEPT CUISINES
91,,VIS EN ARTOIS,62156,ROUTE NATIONALE ,"50,24999","2,9338",90°,CAMBRAI,ARRAS,DROITE,ND,MOBILIER URBAIN,2M2,FIXE,VITRINE,1220,1760,14/02/2024,14/03/2026,CERES  
185,,FRESNES LES MONTAUBAN,62490,ROUTE NATIONALE ,"50,33431","2,97678",90°,DOUAI,ARRAS,DROITE,ND,MOBILIER URBAIN,2M2,FIXE,VITRINE,1220,1760,17/10/2023,23/10/2025,3 BRASSEURS ARRAS
247,,L'ARBRET BAVINCOURT,62158,ROUTE NATIONALE ,"50,2128","2,55751",90°,DOULLENS,ARRAS,DROITE,ND,MOBILIER URBAIN,2M2,FIXE,VITRINE,1220,1760,30/05/2024,05/06/2025,FERNAGUT
BK ETRUN 20240411_100048,#VALEUR !,ETRUN,62161,ROUTE NATIONALE ,"50,31097","2,69457",90°,ST POL,ARRAS,DROITE,ND,MOBILIER URBAIN,2M2,FIXE,VITRINE,1220,1760,15/02/2024,11/04/2026,BURGER KING ARRAS
160,,VITRY EN ARTOIS,62490,ROUTE NATIONALE  ,"50,33347","2,98473",90°,DOUAI,ARRAS,DROITE,ND,MOBILIER URBAIN,2M2,FIXE,VITRINE,1220,1760,16/04/2020,23/03/2026, CL AUTO RENAULT
175,,VITRY EN ARTOIS,62490,ROUTE NATIONALE  ,"50,33251","2,97777",90°,DOUAI,ARRAS,DROITE,ND,GRAND FORMAT,8M2,FIXE,TOLE,3280,2450,16/08/2012,31/05/2025, HYPER U VITRY FRANLAUGE 
20220414_170033,#VALEUR !,BOYELLES,62128,ROUTE NATIONALE  ,"50,20311","2,81329",90°,BAPAUME,ARRAS,DROITE,ND,MOBILIER URBAIN,2M2,FIXE,VITRINE,1220,1760,07/04/2022,14/04/2026,WATISSEE PVM
52,,BOIRY BECQUERELLE,62128,ROUTE NATIONALE  ,"50,21114","2,81048",90°,ZI EST,ARRAS,DROITE,ND,MOBILIER URBAIN,2M2,FIXE,VITRINE,1220,1760,07/09/2022,14/09/2025, MAC DONALD BEAURAINS RESTAURATION
54,,BOIRY BECQUERELLE,62128,ROUTE NATIONALE  ,"50,21946","2,81093",90°,BAPAUME,ARRAS,DROITE,ND,MOBILIER URBAIN,2M2,FIXE,VITRINE,1220,1760,19/08/2020,30/08/2025,CARROSSERIE MANTEL
ART ET FENETRES boiry becquerelle 20220325_140651,#VALEUR !,BOIRY BECQUERELLE,62128,ROUTE NATIONALE  ,"50,22032","2,81045",90°,BAPAUME,ARRAS,DROITE,ND,MOBILIER URBAIN,2M2,FIXE,VITRINE,1220,1760,"08,10,2024",24/03/2028,ART ET FENETRES ATLANTIDE
53,,BOIRY BECQUERELLE,62128,ROUTE NATIONALE  ,"50,21548","2,80157",90°,BAPAUME,ARRAS,DROITE,ND,MOBILIER URBAIN,2M2,FIXE,VITRINE,1220,1760,21/11/2023,31/12/2026,LECLERC ARRADIS
163,,VITRY EN ARTOIS,62490,ROUTE NATIONALE  ,"50,33254","2,97521",90°,DOUAI,ARRAS,DROITE,ND,MOBILIER URBAIN,2M2,FIXE,VITRINE,1220,1760,"10,01,2015",18/01/2026,MAC DONALD FRESNES LES MONTAUBAN
HENNINOT COUVERTURE,#VALEUR !,MERCATEL,62217,ROUTE NATIONALE  ,"50,23538","2,8014",90°,BAPAUME,ARRAS,DROITE,ED,MOBILIER URBAIN,2M2,FIXE,VITRINE,1220,1760,10/06/2024,09/06/2025,HENNINOT COUVERTURE
161,,VITRY EN ARTOIS,62490,ROUTE NATIONALE  ,"50,33337","2,98376",90,DOUAI,ARRAS,DROITE,ND,MOBILIER URBAIN,2M2,FIXE,VITRINE,1220,1760,"26,09,2018","30,09,2024",WATISSEE PVM
HYPER U ROUTE NATIONALE,#VALEUR !,VITRY EN ARTOIS,62490,ROUTE NATIONALE FACE 36  ,"50,33353","2,98556",90°,DOUAI,ARRAS,DROITE,ND,MOBILIER URBAIN,2M2,FIXE,VITRINE,1220,1760,27/03/2013,09/04/2026, HYPER U VITRY FRANLAUGE 
UDRIVE ROUTE DARRAS,#VALEUR !,CAMBRAI,59400,27 RUE D'ARRAS ,"50,17802","3,21433",90°,CAMBRAI,ARRAS ,GAUCHE,ND,GRAND FORMAT,12M2,FIXE,TOLE,4000,3000,17/03/2013,31/03/2026, HYPER U BARALLE ABRICOT 
454,#VALEUR !,ARRAS,62000,135 RUE GEORGES AUPHELLE ,"50,28919","2,7487",90°,DAINVILLE,ARRAS BAUDIMONT,DROITE,ND,MOBILIER URBAIN,2M2,FIXE,VITRINE,1220,1760,26/12/2008,30/11/2024,LEROY MERLIN ARRAS
442,#VALEUR !,ARRAS,62000,44 AVENUE WINSTON CHURCHILL ,"50,29758","2,7565",90°,ARRAS C.CIAL AUCHAN,ARRAS BAUDIMONT,GAUCHE,ND,GRAND FORMAT,4M2,FIXE,TOLE,4100,1650,21/11/2023,31/12/2026,LECLERC ARRADIS
449,,ARRAS,62000,12 RUE BAUDIMONT ,"50,29341","2,76721",90°,ARRAS BAUDIMONT,ARRAS CENTRE,GAUCHE,ND,GRAND FORMAT,6M2,FIXE,TOLE,3280,2050,,,GARAGE DU GY
448,,ARRAS,62000,12 RUE BAUDIMONT ,"50,29341","2,76721",90°,ARRAS BAUDIMONT,ARRAS CENTRE,GAUCHE,ND,GRAND FORMAT,6M2,FIXE,TOLE,3280,2050,21/11/2023,31/12/2026,LECLERC ARRADIS
458,,ARRAS,62000,01 ROUTE DE CHANZY,,,90°,ARRAS MONNET,ARRAS GARE,GAUCHE,ND,GRAND FORMAT,12M2,FIXE,TOLE,4000,3000,21/11/2023,31/12/2026,LECLERC ARRADIS
,#VALEUR !,ARRAS,62000,191 ROUTE DE CAMBRAI,"50,28385","2,79908",90°,TILLOY,ARRAS GARE,DROITE,ND,GRAND FORMAT,8M2,FIXE,TOLE,3280,2450,16/07/2024,13/08/2025,CENTRE TECHNIQUE DE L'HABITAT
,,ARRAS,62000,65 ROUTE DE CAMBRAI ,"50,28607","2,79034",90°,ARRAS UNIVERSITE,ARRAS GARE,DROITE,ND,GRAND FORMAT,12M2,FIXE,TOLE,4000,2450,21/11/2023,31/12/2026,LECLERC ARRADIS 
88 route de cambrai 20231009_102246,#VALEUR !,ARRAS,62000,88 ROUTE DE CAMBRAI ,,,90°,TILLOY,ARRAS GARE,GAUCHE,D,GRAND FORMAT,"4,5M2",FIXE,TOLE,3850,1120,,,DISPONIBLE
444,,ARRAS,62000,9 ROUTE DE CAMBRAI ,"50,2873","2,78614",90°,ARRAS UNIVERSITE,ARRAS GARE,GAUCHE,ND,GRAND FORMAT,12M2,FIXE,TOLE,4000,3000,21/11/2023,31/12/2026,LECLERC ARRADIS
LECLERC BD FAIDHERBE 20211103_083451,#VALEUR !,ARRAS,62000,24 BOULEVARD FAIDHERBE ,"50,28962","2,78221",90°,ARRAS GARE,ARRAS MONNET,DROITE,D,PRE ENSEIGNE,"1,5M2",FIXE,TOLE,1500,1000,,,DISPONIBLE
450,#VALEUR !,ARRAS,62000,24 BOULEVARD FAIDHERBE ,"50,28962","2,78221",90°,ARRAS GARE,ARRAS MONNET,DROITE,ND,GRAND FORMAT,7M2,FIXE,TOLE,1500,6000,21/11/2023,31/12/2026,LECLERC ARRADIS
,,ST LAURENT BLANGY,62223,AVENUE DES DROITS DE LHOMME ,"50,29415","2,79082",90°,ZI EST,ARRAS MONNET,DROITE,ND,MOBILIER URBAIN,2M2,FIXE,VITRINE,1220,1760,"05,04,2022","01,10,2024",AP UTILITAIRE
309,,ST LAURENT BLANGY,62223,CD60 AVENUE DES DROITS DE LHOMME ,"50,29461","2,79056",90°,ZI EST,ARRAS MONNET,DROITE,ND,MOBILIER URBAIN,2M2,FIXE,VITRINE,1220,1760,24/06/2019,15/06/2026,MAC DONALD ARRAS DAINVILLE
ARMONY CUISINES,#VALEUR !,TILLOY LES MOFLAINES,62217,4 ROUTE DE CAMBRAI ,"50,2797","2,81514",90°,TILLOY / A1,ARRAS/ BEAURAINS,GAUCHE,ED,GRAND FORMAT,4M2,FIXE,TOLE,3080,1150,"18,10,2018",, CUISINES ARMONY
STEMPNIAK,#VALEUR !,FECHAIN,59247,6 RUE JULES DOMISE,"50,2669","3,21989",90°,BOUCHAIN,AUBENCHEUL AU BAC,GAUCHE,D,GRAND FORMAT,4M2,FIXE,TOLE,2450,1650,,,DISPONIBLE
280,,TINCQUES,62127,ROUTE DEPARTEMENTALE ,"50,35473","2,48456",90°,ST POL,AUBIGNY,DROITE,ND,MOBILIER URBAIN,2M2,FIXE,VITRINE,1220,1760,"24,09,2020","07,10,2024",LA BOITE A DOUDOU
20201223_141516,#VALEUR !,AUBIGNY EN ARTOIS,62690,RUE DE CAMBLIGNEUL,"50,35646","2,5919",90°,CAMBLIGNEUL,AUBIGNY,DROITE,ED,MOBILIER URBAIN,2M2,FIXE,VITRINE,1220,1760,24/09/2020,31/12/2025,LA BOITE A DOUDOU
LA BOITE A DOUDOU AUBIGNY LAMIOT,#VALEUR !,AUBIGNY EN ARTOIS,62690,RUE GEORGES LAMIOT,"50,34792","2,58243",90°,RD939,AUBIGNY,DROITE,ED,MOBILIER URBAIN,2M2,FIXE,VITRINE,1220,1760,24/09/2020,17/12/2025,LA BOITE A DOUDOU
IDEES CARRELAGE 20220926_154105,#VALEUR !,HAISNES,62138,ROUTE DEPARTEMENTALE 941 ,"50,52163","2,7982",90°,LA BASSEE,AUCHY,DROITE,ND,MOBILIER URBAIN,2M2,FIXE,VITRINE,1220,1760,27/02/2015,28/02/2025,IDEES CARRELAGE
LUXURY FLOWERS 20221006_080433,#VALEUR !,HAISNES,62138,ROUTE DEPARTEMENTALE 941 ,"50,2632","2,80347",90°,LA BASSEE,AUCHY,DROITE,ND,MOBILIER URBAIN,2M2,FIXE,VITRINE,1220,1760,14/02/2024,14/03/2025,CERES  
ALDIMARCHE HAISNES,#VALEUR !,HAISNES,62138,ROUTE DEPARTEMENTALE 941 ,"50,21168","2,79859",90°,LA BASSEE,AUCHY,DROITE,ND,PANNEAU,8M2,FIXE,TOLE,3280,2450,22/11/2024,31/12/2025,ALDIMARCHE AUCHY LES MINES
296,,ST LAURENT BLANGY,62223,RUE CAUCHY SORTIE VILLE ,"50,30522","2,80194",90°,ST LAURENT CENTRE,BAILLEUL,DROITE,ND,MOBILIER URBAIN,2M2,FIXE,VITRINE,1220,1760,21/11/2023,31/12/2026,LECLERC ARRADIS
69,#VALEUR !,BAPAUME,62450,149 RUE DU FAUBOURG DE PERONNE ,"50,09814","2,85709",90°,PERONNE,BAPAUME,GAUCHE,ND,GRAND FORMAT,4M2,FIXE,TOLE,2450,1650,03/07/2023,02/07/2026,OPTIC 2000 BAPAUME
,#VALEUR !,BAPAUME,62450,AVENUE ABEL GUIDET,"50,09775","2,85762",90°,PERONNE,BAPAUME,DROITE,ND,MOBILIER URBAIN,2M2,FIXE,VITRINE,1220,1760,22/11/2025,31/12/2025,ALDIMARCHE BAPAUME
MOBILIER URBAIN BK BEAURAINS  RUE PIERRE CURIE 20220616_092740,#VALEUR !,BEAURAINS,62217,AVENUE DE LA REPUBLIQUE,"50,27041","2,78425",90°,ARRAS,BAPAUME,DROITE,ND,MOBILIER URBAIN,2M2,FIXE,VITRINE,1220,1760,"30,05,2022",15/06/2025,BURGER KING BEAURAINS
64,#VALEUR !,BAPAUME,62450,AVENUE DES FRERES COING ,"50,1061","2,84808",90°,ARRAS,BAPAUME,DROITE,ND,MOBILIER URBAIN,2M2,FIXE,VITRINE,1220,1760,08/10/2024,31/12/2027,ART ET FENETRES ATLANTIDE
2,,BEAURAINS,62217,FACE AU N°2 RUE DE LA REPUBLIQUE   ,"50,26517","2,78416",90°,ARRAS,BAPAUME,DROITE,ND,MOBILIER URBAIN,2M2,FIXE,VITRINE,1220,1760,"28,06,2017","17,07,2025",FERMOTHERM
1,#VALEUR !,BEAURAINS,62217,FACE AU N°8 RUE DE LA REPUBLIQUE          ,"50,26573","2,78462",90°,ARRAS,BAPAUME,DROITE,ND,MOBILIER URBAIN,2M2,FIXE,VITRINE,1220,1760,"24,06,2019","25,07,2027",MAC DONALD ARRAS DAINVILLE
,#VALEUR !,BAPAUME,62450,GIRATOIRE RD930/RD917,"50,10614","2,86623",90°,CAMBRAI,BAPAUME,DROITE,ND,MOBILIER URBAIN,2M2,FIXE,VITRINE,1220,1760,03/07/2023,02/07/2024,OPTIC 2000 BAPAUME
,,FREMICOURT,62450,ROUTE DEPARTEMENTALE 930 ,"50,11227","2,89686",90°,CAMBRAI,BAPAUME,DROITE,ND,MOBILIER URBAIN,2M2,FIXE,VITRINE,1220,1760,"16,09,2020","15,09,2025",KRYS BAPAUME
AUTO 2000,#VALEUR !,BEHAGNIES,62121,ROUTE NATIONALE ,"50,14321","2,83288",90°,ARRAS,BAPAUME,DROITE,ND,MOBILIER URBAIN,2M2,FIXE,VITRINE,1220,1760,"19,06,2016","02,07,2025",AUTO 2000
MAC DONALD ,#VALEUR !,BEHAGNIES,62121,ROUTE NATIONALE ,"50,1406","2,83328",90°,ARRAS,BAPAUME,DROITE,ND,MOBILIER URBAIN,2M2,FIXE,VITRINE,1220,1760,23/01/2019,23/01/2025,MAC DONALD BAPAUME RESTAURATION
49,,BOIRY BECQUERELLE,62128,ROUTE NATIONALE  ,"50,21977","2,81048",90°,ARRAS,BAPAUME,DROITE,ND,MOBILIER URBAIN,2M2,FIXE,VITRINE,1220,1760,17/06/2022,30/06/2025, SNC LOREE DES CHAMPS
50,,BOIRY BECQUERELLE,62128,ROUTE NATIONALE  ,"50,21634","2,81247",90°,ARRAS,BAPAUME,DROITE,ND,MOBILIER URBAIN,2M2,FIXE,VITRINE,1220,1760,09/09/2024,11/09/2025,AYROLE JEROME SAFTI
CREACIER 20240528_115430,#VALEUR !,MERCATEL,62217,ROUTE NATIONALE  ,"50,2349","2,80138",90°,ARRAS,BAPAUME,DROITE,ED,MOBILIER URBAIN,2M2,FIXE,VITRINE,1220,1760,13/05/2024,12/05/2025,CREACIER
56,,BOYELLES,62128,ROUTE NATIONALE  ,"50,20328","2,81275",90°,ARRAS,BAPAUME,DROITE,ND,MOBILIER URBAIN,2M2,FIXE,VITRINE,1220,1760,07/03/2022,22/09/2025,PEPINIERES CARNEL
51,,BOIRY BECQUERELLE,62128,ROUTE NATIONALE  ,"50,21093","2,81229",90°,ARRAS,BAPAUME,DROITE,ND,MOBILIER URBAIN,2M2,FIXE,VITRINE,1220,1760,"03,04,2019",14/04/2026,WATISSEE PVM
,,BAPAUME,62450,RUE DE DOUAI,"50,10541","2,85159",90°,DOUAI,BAPAUME,DROITE,ND,MOBILIER URBAIN,2M2,FIXE,VITRINE,1220,1760,,,MAIRIE BAPAUME
68,#VALEUR !,BAPAUME,62450,RUE DE LA REPUBLIQUE ,"50,10509","2,86278",90°,CAMBRAI,BAPAUME,DROITE,ND,MOBILIER URBAIN,2M2,FIXE,VITRINE,1220,1760,08/10/2024,31/12/2027,ART ET FENETRES ATLANTIDE
63,#VALEUR !,BAPAUME,62450,RUE DES FRERES DAVION ,"50,10721","2,84636",90°,ALBERT CENTRE,BAPAUME,GAUCHE,ND,MOBILIER URBAIN,2M2,FIXE,VITRINE,1220,1760,03/07/2023,30/08/2025,OPTIC 2000 BAPAUME
,#VALEUR !,BAPAUME,62450,RUE DU FAUBOURG DARRAS,"50,1076","2,84726",90°,ARRAS,BAPAUME,DROITE,ND,MOBILIER URBAIN,2M2,FIXE,VITRINE,1220,1760,16/04/2024,31/05/2027,KFC ALBERT
,#VALEUR !,BAPAUME,62450,RUE DU FAUBOURG D'ARRAS ,"50,11191","2,85685",90°,ARRAS,BAPAUME,GAUCHE,ND,MOBILIER URBAIN,2M2,FIXE,VITRINE,1220,1760,22/11/2025,31/12/2025,ALDIMARCHE BAPAUME
62,#VALEUR !,BAPAUME,62450,RUE DU FAUBOURG D'ARRAS 62450 BAPAUME,"50,10777","2,84758",90°,ARRAS,BAPAUME,GAUCHE,ND,MOBILIER URBAIN,2M2,FIXE,VITRINE,1220,1760,"16,09,2020","15,09,2025",KRYS BAPAUME
66,#VALEUR !,BAPAUME,62450,RUE DU FAUBOURG DE PERONNE ,"50,09824","2,85691",90°,PERONNE,BAPAUME,DROITE,ND,MOBILIER URBAIN,2M2,FIXE,VITRINE,1220,1760,"16,09,2020","15,09,2025",KRYS BAPAUME
,,BEAURAINS,62217,RUE PIERRE CURIE  ,"50,25956","2,78659",90°,ARRAS,BAPAUME,DROITE,ND,MOBILIER URBAIN,2M2,FIXE,VITRINE,1220,1760,28/11/2022,26/04/2026,PEPINIERES CARNEL
445,,ARRAS,62000,10 RUE GUSTAVE COLIN ,"50,28809","2,78564",90°,ARRAS,BEAURAINS,DROITE,ND,GRAND FORMAT,6M2,FIXE,TOLE,3280,2050,07/09/2022,02/10/2026,MAC DONALD BEAURAINS RESTAURATION
446,,ARRAS,62000,10 RUE GUSTAVE COLIN ,"50,28809","2,78564",90°,ARRAS,BEAURAINS,DROITE,ND,GRAND FORMAT,6M2,FIXE,TOLE,3280,2050,23/11/2017,31/01/2026,HANDIMAT
308,,ST LAURENT BLANGY,62223,AVENUE DES DROITS DE L'HOMME ,"50,29401","2,79041",90°,ARRAS MONNET,BEAURAINS,DROITE,ND,MOBILIER URBAIN,2M2,FIXE,VITRINE,1220,1760,15/09/2015,11/10/2024,LV CONCEPT CUISINES
BK ST LAURENT AVENUE DIMMERCOURT  E20220728_162818,#VALEUR !,ST LAURENT BLANGY,62223,AVENUE D'IMMERCOURT ,"50,29315","2,80523",90°,ST LAURENT MAIRIE,BEAURAINS,DROITE,ND,MOBILIER URBAIN,2M2,FIXE,VITRINE,1220,1760,"30,05,2022",15/06/2025,BURGER KING BEAURAINS
10,,BEAURAINS,62217,AVENUE FRANCOIS MITTERRAND ,"50,25988","2,79865",90°,NEUVILLE VITASSE,BEAURAINS,DROITE,ND,MOBILIER URBAIN,2M2,FIXE,VITRINE,1220,1760,04/03/2022,14/09/2025,ART ET FENETRES ATLANTIDE
9,,BEAURAINS,62217,AVENUE FRANCOIS MITTERRAND ,"50,26127","2,79544",90°,NEUVILLE VITASSE,BEAURAINS,DROITE,ND,MOBILIER URBAIN,2M2,FIXE,VITRINE,1220,1760,07/09/2022,31/01/2026,MAC DONALD BEAURAINS RESTAURATION
BK CD60 A ST LAURENT BLANGY 20230605_153113,#VALEUR !,ST LAURENT BLANGY,62223,CD260 SQUARE LAURENT  ,"50,29243","2,79426",90°,ARRAS MONNET,BEAURAINS,DROITE,ND,MOBILIER URBAIN,2M2,FIXE,VITRINE,1220,1760,30/05/2022,15/06/2025,BURGER KING BEAURAINS 
MAC DONALD SAINT LAURENT BLANGY DROITS DE LHOMME20220916_102442,#VALEUR !,ST LAURENT BLANGY,62223,CD60  (SORTIE VILLE),"50,2944","2,78976",90°,ARRAS MONNET,BEAURAINS,DROITE,ND,MOBILIER URBAIN,2M2,FIXE,VITRINE,1220,1760,07/09/2022,27/06/2026,MAC DONALD BEAURAINS RESTAURATION
3,,BEAURAINS,62217,RUE PIERRE CURIE  ,"50,26502","2,78409",90°,ARRAS,BEAURAINS,DROITE,ND,MOBILIER URBAIN,2M2,FIXE,VITRINE,1220,1760,"04,03,2022","15,10,2027",ART ET FENETRES ATLANTIDE
8,,BEAURAINS,62217,RUE PIERRE CURIE  ,"50,26234","2,78573",90°,BAPAUME,BEAURAINS,DROITE,ND,MOBILIER URBAIN,2M2,FIXE,VITRINE,1220,1760,"11,05,2017","30,06,2025",CITY BOXE
6,,BEAURAINS,62217,RUE PIERRE CURIE  ,"50,25696","2,78847",90°,ARRAS,BEAURAINS,DROITE,ND,MOBILIER URBAIN,2M2,FIXE,VITRINE,1220,1760,21/11/2023,31/12/2026,LECLERC ARRADIS
5,,BEAURAINS,62217,RUE PIERRE CURIE  ,"50,25680","2,78824",90°,ARRAS,BEAURAINS,DROITE,ND,MOBILIER URBAIN,2M2,FIXE,VITRINE,1220,1760,15/09/2015,31/01/2025,LV CONCEPT CUISINES
20240926_141043,#VALEUR !,BEAURAINS,62217,RUE PIERRE CURIE  ,"50,26097","2,78583",90°,ARRAS,BEAURAINS,DROITE,ED,MOBILIER URBAIN,2M2,FIXE,VITRINE,1220,1760,31/07/2023,16/08/2025,ALINE LOOCK
,,BEAURAINS,62217,CD60,"50,26713","2,79703",90°,TILLOY,BEAURAINS ZI,DROITE,ND,MOBILIER URBAIN,2M2,FIXE,VITRINE,1220,1760,"14,11,2022","20,11,2025",ML AUTOMOBILE
242,,BEAURAINS,62217,ROUTE DE TILLOY ,"50,2665","2,79582",90°,TILLOY,BEAURAINS ZI,GAUCHE,ND,MOBILIER URBAIN,2M2,FIXE,,1220,1760,,, BELLES CUISINES
DISPO CONCHIL LE TEMPLE ,#VALEUR !,CONCHIL LE TEMPLE,62180,RD940 E2,"50,37317","1,66141",90°,MONTREUIL,BERCK,GAUCHE,D,MOBILIER URBAIN,1M2,FIXE,VITRINE MURALE,800,1200,,,DISPONIBLE
513,,BETHUNE,62400,AVENUE WASHINGTON ,"50,53802","2,65962",90°,ESSARS,BETHUNE,DROITE,ND,GRAND FORMAT,12M2,FIXE,TOLE,4000,3000,"24,09,2019","22,10,2024",FG AUTOMOBILES
SPEEDY,#VALEUR !,SAINS EN GOHELLE,62114,ROUTE DEPARTEMENTALE ,"50,44315","2,69446",90°,ARRAS,BETHUNE,DROITE,ND,MOBILIER URBAIN,2M2,FIXE,VITRINE,1220,1760,09/09/2015,23/09/2025,2 B CARS
218,,MAZINGARBE,62670,ROUTE DEPARTEMENTALE 943 ,"50,47111","2,75026",90°,LENS,BETHUNE,DROITE,ND,MOBILIER URBAIN,2M2,FIXE,VITRINE,1220,1760,15/12/2017,20/12/2025,AUTO DISTRIBUTION
217,,MAZINGARBE,62670,ROUTE DEPARTEMENTALE 943 62670 MAZINGARBE,"50,46608","2,75975",90°,LENS,BETHUNE,DROITE,ND,MOBILIER URBAIN,2M2,FIXE,VITRINE,1220,1760,04/07/2023,14/07/2025,DI NAPOLI PIZZA
496,,SOUCHEZ,62153,ROUTE DEPARTEMENTALE 947 ,"50,38709","2,74371",90°,ARRAS,BETHUNE,DROITE,ND,MOBILIER URBAIN,2M2,FIXE,VITRINE,1220,1760,04/03/2022,31/12/2026,ART ET FENETRES ATLANTIDE
497,,SOUCHEZ,62153,ROUTE DEPARTEMENTALE 947 ,"50,38279","2,74359",90°,ARRAS,BETHUNE,DROITE,ND,MOBILIER URBAIN,2M2,FIXE,VITRINE,1220,1760,"15,09,2022","05,10,2024",OM2 CARRELAGE
181,,BIACHE SAINT VAAST,62118,RUE ALBERT THOMAS ,"50,30645","2,95471",90°,VITRY,BIACHE,DROITE,ND,MOBILIER URBAIN,2M2,FIXE,VITRINE,1220,1760,14/12/2012,17/01/2024,SUPER U LA GRIOTTE
180,,BIACHE SAINT VAAST,62118,RUE BERTHELOT ,"50,30347","2,95323",90°,HAMBLAIN,BIACHE,DROITE,ND,MOBILIER URBAIN,2M2,FIXE,VITRINE,1220,1760,14/12/2012,17/01/2024,SUPER U LA GRIOTTE
,,BIACHE SAINT VAAST,62118,RUE DU GENERAL DE GAULLE ,"50,30737","2,95076",90°,HAMBLAIN,BIACHE,DROITE,ND,MOBILIER URBAIN,2M2,FIXE,VITRINE,1220,1760,28/11/2022,18/12/2025,OPTIMHOME
179,,BIACHE SAINT VAAST,62118,RUE GAMBETTA ,"50,31319","2,93056",90°,PLOUVAIN,BIACHE,DROITE,ND,MOBILIER URBAIN,2M2,FIXE,VITRINE,1220,1760,14/12/2012,17/01/2024,SUPER U LA GRIOTTE
182,,BIACHE SAINT VAAST,62118,RUE GENERAL DE GAULLE ,"50,31472","2,95927",90°,VITRY,BIACHE,GAUCHE,ND,MOBILIER URBAIN,2M2,FIXE,VITRINE,1220,1760,14/12/2012,17/01/2024,SUPER U LA GRIOTTE
178,,BIACHE SAINT VAAST,62118,RUE JULES GUESDE ,"50,3207","2,94052",90°,FRESNES,BIACHE,DROITE,ND,MOBILIER URBAIN,2M2,FIXE,VITRINE,1220,1760,14/12/2012,17/01/2024,SUPER U LA GRIOTTE
,,DROCOURT,62320,50 RUE ALBERT SAUSSEZ,"50,39036","20,9214",90°,ARRAS,BOIS BERNARD,DROITE,ND,GRAND FORMAT,6M2,FIXE,TOLE,3280,2450,08/02/2022,07/03/2026,KARINE WALERJAN
BK BEAURAINS REPUBLIQUE 20220728_145418,#VALEUR !,BEAURAINS,62217,RUE JEAN JAURES,"50,2627","2,79141",90°,BEAURAINS MAIRIE,BOREAL PARC,DROITE,ND,MOBILIER URBAIN,2M2,FIXE,VITRINE,1220,1760,"30,05,2022",15/06/2025,BURGER KING BEAURAINS
ART ET FENETRES,#VALEUR !,HESDIGNEUL,62360,57 RUE DU 4 SEPTEMBRE ,"50,50048","2,58547",90°,BETHUNE,BRUAY,DROITE,ED,GRAND FORMAT,12M2,FIXE,TOLE,4000,3000,04/03/2022,30/01/2025,DISPONIBLE
,,DECHY,59187,1 ROUTE DE CAMBRAI,"50,33763","3,09946",90°,DOUAI,BUGNICOURT,GAUCHE,ND,GRAND FORMAT,12M2,FIXE,TOLE,4000,3000,20/12/2019,09/01/2026,LECLERC BUGNIDIS
LECLERC,#VALEUR !,BOVES,80440,32 RUE DES DEPORTES ,"49,84778","2,39345",90°,AILLY,C.CIAL GLISY,DROITE,ED,PRE ENSEIGNE,"1,5M2",FIXE,TOLE,1500,1000,05/11/2012,30/11/2024,LECLERC RIVERY
447,,ARRAS,62000,10 RUE GUSTAVE COLIN ,"50,28809","2,78564",90°,ARRAS GARE,CAMBRAI,DROITE,ND,GRAND FORMAT,12M2,FIXE,TOLE,4000,3000,21/11/2023,31/12/2026,LECLERC ARRADIS
111,,CAMBRAI,59400,1289 AVENUE DE PARIS ,"50,15934","3,22488",90,PROVILLE,CAMBRAI,DROITE,ND,GRAND FORMAT,12M2,FIXE,TOLE,4000,3000,"09,12,2022","31,08,2026",CHAUFFAGE LEFEBVRE
112,,CAMBRAI,59400,1289 AVENUE DE PARIS ,"50,15934","3,22488",90°,PROVILLE,CAMBRAI,DROITE,ND,GRAND FORMAT,8M2,FIXE,TOLE,4000,3000,"08,12,2023",31/12/2025,VERTDIS
